,Word1,Word2,Word1_Syll,Word2_Syll,Word1_Length,Word2_Length,Freq_Per_Mil1,Log_Freq_Per_Mil1,Freq_Per_Mil2,Log_Freq_Per_Mil2,Syll_Delta,Freq_Delta,Length_Delta
2160,cheesy,cheap,2,1,6,5,2.61,2.1271,36.24,3.2669,1,-1.1398000000000001,1
2161,tacky,cheap,2,1,5,5,2.63,2.1303,36.24,3.2669,1,-1.1366,0
2162,wavy,undulating,2,4,4,10,0.55,1.4624,0.1,0.7782,-2,0.6841999999999999,-6
2163,blank,vacant,1,2,5,6,9.71,2.6955,2.65,2.1335,-1,0.5619999999999998,-1
2164,fictitious,fictional,3,3,10,9,0.61,1.5051,1.39,1.8573,0,-0.35219999999999985,1
2165,myopic,nearsighted,3,3,6,11,0.25,1.1461,0.53,1.4472,0,-0.30110000000000015,-5
2166,artificial,stilted,4,2,10,7,4.82,2.3927,0.16,0.9542,2,1.4385,3
2167,artificial,contrived,4,2,10,9,4.82,2.3927,0.53,1.4472,2,0.9455,1
2168,rustic,unsophisticated,2,6,6,15,0.78,1.6128,0.29,1.2041,-4,0.40870000000000006,-9
2169,crafty,subtle,2,2,6,6,1.04,1.7324,6.94,2.5502,0,-0.8177999999999999,0
2170,ingenious,subtle,3,2,9,6,2.12,2.0374,6.94,2.5502,1,-0.5127999999999999,3
2171,fine,subtle,1,2,4,6,598.08,4.4843,6.94,2.5502,-1,1.9341000000000004,-2
2172,mortal,human,2,2,6,5,9.57,2.6893,124.76,3.8037,0,-1.1144000000000003,1
2173,man,human,1,2,3,5,1845.75,4.9737,124.76,3.8037,-1,1.17,-2
2174,awful,awesome,2,2,5,7,63.41,3.5099,31.37,3.2044,0,0.3054999999999999,-2
2175,amazing,awesome,3,2,7,7,81.71,3.6199,31.37,3.2044,1,0.41549999999999976,0
2176,delicate,refined,3,2,8,7,9.51,2.6866,2.02,2.017,1,0.6696,1
2177,cultured,refined,2,2,8,7,0.96,1.699,2.02,2.017,0,-0.31799999999999984,1
2178,graceful,refined,2,2,8,7,2.31,2.0755,2.02,2.017,0,0.058499999999999996,1
2179,delicate,luxurious,3,4,8,9,9.51,2.6866,1.12,1.7634,-1,0.9231999999999998,-1
2180,delicate,exquisite,3,3,8,9,9.51,2.6866,4.18,2.3304,0,0.35619999999999985,-1
2181,fine,exquisite,1,3,4,9,598.08,4.4843,4.18,2.3304,-2,2.1539,-5
2182,apprehensive,fearful,4,2,12,7,0.55,1.4624,2.16,2.0453,2,-0.5829000000000002,5
2183,passive,submissive,2,3,7,10,2.18,2.0492,0.88,1.6628,-1,0.38639999999999985,-3
2184,passive,peaceful,2,2,7,8,2.18,2.0492,11.24,2.7589,0,-0.7097000000000002,-1
2185,tranquil,peaceful,2,2,8,8,0.82,1.6335,11.24,2.7589,0,-1.1254000000000002,0
2186,gentle,peaceful,2,2,6,8,16.55,2.9269,11.24,2.7589,0,0.1679999999999997,-2
2187,unjust,unequal,2,3,6,7,1.16,1.7782,0.2,1.0414,-1,0.7367999999999999,-1
2188,muscular,brawny,3,2,8,6,1.55,1.9031,0.18,1.0,1,0.9031,2
2189,fearless,courageous,2,3,8,10,2.98,2.1847,3.16,2.2095,-1,-0.024799999999999933,-2
2190,fearless,intrepid,2,3,8,8,2.98,2.1847,0.61,1.5051,-1,0.6795999999999998,0
2191,glorious,praiseworthy,3,3,8,12,9.29,2.6767,0.08,0.699,0,1.9777,-4
2192,uncommon,scarce,3,1,8,6,2.16,2.0453,1.71,1.9445,2,0.10080000000000022,2
2193,uncommon,infrequent,3,3,8,10,2.16,2.0453,0.1,0.7782,0,1.2671000000000001,-2
2194,psychic,mental,2,2,7,6,11.86,2.7825,19.65,3.0013,0,-0.21879999999999988,1
2195,creepy,crawly,2,2,6,6,11.14,2.7551,0.12,0.8451,0,1.9100000000000001,0
2196,strict,tight,1,1,6,5,7.02,2.5551,50.92,3.4146,0,-0.8595000000000002,1
2197,closed,tight,1,1,6,5,54.08,3.4408,50.92,3.4146,0,0.02619999999999978,1
2198,populated,populous,4,3,9,8,1.1,1.7559,0.04,0.4771,1,1.2788,1
2199,desirable,preferable,4,4,9,10,1.94,2.0,0.92,1.6812,0,0.3188,-1
2200,sublime,elevated,2,4,7,8,1.45,1.8751,2.49,2.1072,-2,-0.2321000000000002,-1
2201,runaway,fugitive,3,3,7,8,4.06,2.3181,5.18,2.4232,0,-0.1051000000000002,-1
2202,passionate,intense,3,2,10,7,6.0,2.4871,10.2,2.7168,1,-0.22970000000000024,3
2203,astonishing,amazing,4,3,11,7,1.71,1.9445,81.71,3.6199,1,-1.6754,4
2204,awesome,amazing,2,3,7,7,31.37,3.2044,81.71,3.6199,-1,-0.41549999999999976,0
2205,lean,spare,1,1,4,5,10.37,2.7243,30.84,3.197,0,-0.4727000000000001,-1
2206,lean,depend,1,2,4,6,10.37,2.7243,9.88,2.7033,-1,0.020999999999999908,-2
2207,reckon,depend,2,2,6,6,11.69,2.776,9.88,2.7033,0,0.07269999999999976,0
2208,concrete,composite,2,3,8,9,7.43,2.5798,1.25,1.8129,-1,0.7669000000000001,-1
2209,ceaseless,endless,2,2,9,7,0.16,0.9542,6.63,2.5302,0,-1.5759999999999996,2
2210,whole,unbroken,1,3,5,8,385.49,4.2936,0.39,1.3222,-2,2.9713999999999996,-3
2211,prime,most,1,1,5,4,18.29,2.9703,350.76,4.2526,0,-1.2823000000000002,1
2212,prime,select,1,2,5,6,18.29,2.9703,3.53,2.2577,-1,0.7126000000000001,-1
2213,destructive,devastating,3,4,11,11,2.39,2.0899,2.73,2.1461,-1,-0.05620000000000003,0
2214,destructive,deadly,3,2,11,6,2.39,2.0899,9.88,2.7033,1,-0.6134,5
2215,venomous,deadly,3,2,8,6,0.53,1.4472,9.88,2.7033,1,-1.2561,2
2216,excessive,deadly,3,2,9,6,2.43,2.0969,9.88,2.7033,1,-0.6063999999999998,3
2217,horrible,frightening,3,3,8,11,42.43,3.3355,5.76,2.4698,0,0.8656999999999999,-3
2218,horrible,awful,3,2,8,5,42.43,3.3355,63.41,3.5099,1,-0.1743999999999999,3
2219,awesome,awful,2,2,7,5,31.37,3.2044,63.41,3.5099,0,-0.3054999999999999,2
2220,horrible,shocking,3,2,8,8,42.43,3.3355,6.18,2.4997,1,0.8358000000000003,0
2221,oily,greasy,2,2,4,6,0.96,1.699,3.9,2.301,0,-0.6020000000000001,-2
2222,serial,sequential,3,3,6,10,11.31,2.7619,0.2,1.0414,0,1.7204999999999997,-4
2223,serial,consecutive,3,4,6,11,11.31,2.7619,1.63,1.9243,-1,0.8375999999999999,-5
2224,squat,stocky,1,2,5,6,3.14,2.2068,0.18,1.0,-1,1.2067999999999999,-1
2225,humid,damp,2,1,5,4,0.88,1.6628,2.92,2.1761,1,-0.5132999999999999,1
2226,dry,wry,1,1,3,3,42.82,3.3395,0.2,1.0414,0,2.2981,0
2227,dry,arid,1,2,3,4,42.82,3.3395,0.31,1.2304,-1,2.1091,-1
2228,insurgent,revolutionary,3,6,9,13,0.24,1.1139,4.39,2.3522,-3,-1.2383,-4
2229,introductory,initial,5,3,12,7,0.33,1.2553,6.37,2.5132,2,-1.2578999999999998,5
2230,rudimentary,initial,5,3,11,7,0.67,1.5441,6.37,2.5132,2,-0.9690999999999999,4
2231,happy,contented,2,3,5,9,333.2,4.2303,0.76,1.6021,-1,2.6281999999999996,-4
2232,vindictive,spiteful,3,2,10,8,1.06,1.7404,0.75,1.5911,1,0.1493,2
2233,remarkable,conspicuous,4,4,10,11,12.57,2.8075,1.47,1.8808,0,0.9267000000000001,-1
2234,distinguished,conspicuous,3,4,13,11,6.18,2.4997,1.47,1.8808,-1,0.6188999999999998,2
2235,pleasant,agreeable,2,4,8,9,21.02,3.0306,1.59,1.9138,-2,1.1168000000000002,-1
2236,likely,agreeable,2,4,6,9,25.76,3.1189,1.59,1.9138,-2,1.2051,-3
2237,shameless,brazen,2,2,9,6,1.9,1.9912,1.18,1.7853,0,0.20589999999999997,3
2238,wasteful,lavish,2,2,8,6,0.59,1.4914,0.76,1.6021,0,-0.11070000000000002,2
2239,secular,worldly,3,2,7,7,0.49,1.415,1.51,1.8921,1,-0.47709999999999986,0
2240,minded,disposed,2,2,6,8,1.39,1.8573,1.73,1.9494,0,-0.09210000000000007,-2
2241,prepared,disposed,2,2,8,8,35.78,3.2615,1.73,1.9494,0,1.3120999999999998,0
2242,civilized,enlightened,3,3,9,11,6.18,2.4997,1.71,1.9445,0,0.5551999999999999,-2
2243,regal,royal,2,2,5,5,1.14,1.7709,23.24,3.0741,0,-1.3032000000000001,0
2244,princely,royal,2,2,8,5,0.12,0.8451,23.24,3.0741,0,-2.229,3
2245,spiritual,inner,4,2,9,5,8.88,2.6571,9.94,2.7059,2,-0.0488000000000004,4
2246,spiritual,platonic,4,3,9,8,8.88,2.6571,1.22,1.7993,1,0.8577999999999999,1
2247,spiritual,intellectual,4,5,9,12,8.88,2.6571,4.59,2.3711,-1,0.2859999999999996,-3
2248,spiritual,inward,4,2,9,6,8.88,2.6571,0.78,1.6128,2,1.0442999999999998,3
2249,perfect,flawless,2,2,7,8,158.65,3.9081,1.57,1.9085,0,1.9996,-1
2250,diaphanous,transparent,4,3,10,11,0.1,0.7782,1.8,1.9685,1,-1.1903,-1
2251,prior,previous,2,3,5,8,8.27,2.6263,9.49,2.6857,-1,-0.05940000000000012,-3
2252,little,insignificant,2,5,6,13,1446.39,4.8679,2.63,2.1303,-3,2.7375999999999996,-7
2253,meaningless,insignificant,3,5,11,13,4.86,2.3962,2.63,2.1303,-2,0.2658999999999998,-2
2254,complex,detailed,2,2,7,8,13.12,2.8261,3.92,2.3032,0,0.5228999999999999,-1
2255,elaborate,detailed,3,2,9,8,4.75,2.3856,3.92,2.3032,1,0.08240000000000025,1
2256,complex,complication,2,4,7,12,13.12,2.8261,1.39,1.8573,-2,0.9687999999999999,-5
2257,explicit,express,3,2,8,7,1.39,1.8573,17.92,2.9614,1,-1.1040999999999999,1
2258,word,express,1,2,4,7,235.55,4.0797,17.92,2.9614,-1,1.1183,-3
2259,breathe,express,1,2,7,7,48.51,3.3936,17.92,2.9614,-1,0.43220000000000036,0
2260,depict,express,2,2,6,7,0.53,1.4472,17.92,2.9614,0,-1.5141999999999998,-1
2261,train,express,1,2,5,7,95.06,3.6857,17.92,2.9614,-1,0.7243000000000004,-2
2262,wrong,incorrect,1,3,5,9,523.1,4.4262,2.22,2.0569,-2,2.3692999999999995,-4
2263,shocked,aghast,1,2,7,6,11.73,2.7774,0.14,0.9031,-1,1.8743,1
2264,reflective,meditative,3,4,10,10,0.61,1.5051,0.22,1.0792,-1,0.42590000000000017,0
2265,pensive,meditative,2,4,7,10,0.37,1.301,0.22,1.0792,-2,0.2218,-3
2266,next,adjacent,1,3,4,8,452.75,4.3634,1.33,1.8388,-2,2.5246000000000004,-4
2267,adjoining,adjacent,3,3,9,8,1.12,1.7634,1.33,1.8388,0,-0.07539999999999991,1
2268,separate,divided,3,3,8,7,21.71,3.0445,4.45,2.3579,0,0.6866000000000003,1
2269,real,authentic,1,3,4,9,442.8,4.3538,4.51,2.3636,-2,1.9901999999999997,-5
2270,genuine,authentic,3,3,7,9,8.2,2.6222,4.51,2.3636,0,0.25859999999999994,-2
2271,real,material,1,4,4,8,442.8,4.3538,22.14,3.0531,-3,1.3006999999999995,-4
2272,compassionate,tender,4,2,13,6,1.78,1.9638,8.88,2.6571,2,-0.6932999999999998,7
2273,offer,tender,2,2,5,6,74.71,3.581,8.88,2.6571,0,0.9239000000000002,-1
2274,compassionate,sympathetic,4,4,13,11,1.78,1.9638,3.8,2.29,0,-0.32620000000000005,2
2275,kind,sympathetic,1,4,4,11,590.69,4.4789,3.8,2.29,-3,2.1889000000000003,-7
2276,least,minimum,1,3,5,7,207.76,4.0252,8.14,2.6191,-2,1.4061,-2
2277,minimal,minimum,3,3,7,7,2.16,2.0453,8.14,2.6191,0,-0.5737999999999999,0
2278,positive,convinced,3,2,8,9,31.63,3.2079,20.8,3.0261,1,0.18179999999999996,-1
2279,positive,indisputable,3,5,8,12,31.63,3.2079,0.2,1.0414,-2,2.1665,-4
2280,positive,confident,3,3,8,9,31.63,3.2079,10.65,2.7356,0,0.47230000000000016,-1
2281,operational,usable,5,3,11,6,3.82,2.2923,0.53,1.4472,2,0.8451,5
2282,quadruple,double,3,2,9,6,0.76,1.6021,62.71,3.505,1,-1.9028999999999998,3
2283,dual,double,2,2,4,6,1.12,1.7634,62.71,3.505,0,-1.7415999999999998,-2
2284,unacceptable,impossible,5,4,12,10,5.31,2.4346,59.12,3.4794,1,-1.0448,2
2285,impracticable,impossible,5,4,13,10,0.06,0.6021,59.12,3.4794,1,-2.8773,3
2286,unacceptable,unwelcome,5,3,12,9,5.31,2.4346,0.73,1.5798,2,0.8548,3
2287,healthy,wholesome,2,2,7,9,24.75,3.1014,1.59,1.9138,0,1.1876,-2
2288,immutable,unalterable,4,5,9,11,0.16,0.9542,0.1,0.7782,-1,0.17600000000000005,-2
2289,nervous,neural,2,2,7,6,67.16,3.5348,1.96,2.0043,0,1.5305,1
2290,nervous,excitable,2,4,7,9,67.16,3.5348,0.47,1.3979,-2,2.1369000000000002,-2
2291,gratuitous,unnecessary,4,5,10,11,0.35,1.2788,6.2,2.5011,-1,-1.2223000000000002,-1
2292,pale,blank,1,1,4,5,8.02,2.6128,9.71,2.6955,0,-0.0827,-1
2293,pale,sickly,1,2,4,6,8.02,2.6128,0.76,1.6021,-1,1.0107,-2
2294,modern,contemporary,2,5,6,12,18.24,2.9689,1.94,2.0,-3,0.9689000000000001,-6
2295,modern,contemporary,2,5,6,12,18.24,2.9689,1.94,2.0,-3,0.9689000000000001,-6
2296,protected,secure,3,2,9,6,10.86,2.7443,24.33,3.0941,1,-0.3498000000000001,3
2297,safe,secure,1,2,4,6,143.2,3.8636,24.33,3.0941,-1,0.7694999999999999,-2
2298,insure,secure,2,2,6,6,1.06,1.7404,24.33,3.0941,0,-1.3537000000000001,0
2299,mobile,fickle,2,2,6,6,7.47,2.5821,1.18,1.7853,0,0.7968,0
2300,eccentric,bizarre,3,2,9,7,3.51,2.2553,7.29,2.5717,1,-0.3163999999999998,2
2301,cheerful,optimistic,2,4,8,10,3.73,2.281,3.39,2.2405,-2,0.0405000000000002,-2
2302,anachronistic,outdated,5,3,13,8,0.06,0.6021,0.8,1.6232,2,-1.0211000000000001,5
2303,multinational,transnational,5,4,13,13,0.63,1.5185,0.08,0.699,1,0.8195,0
2304,loud,brassy,1,2,4,6,39.82,3.3079,0.12,0.8451,-1,2.4628,-2
2305,loud,garish,1,2,4,6,39.82,3.3079,0.22,1.0792,-1,2.2287,-2
2306,crucial,decisive,2,3,7,8,4.59,2.3711,1.29,1.8261,-1,0.5450000000000002,-1
2307,critical,decisive,3,3,8,8,12.25,2.7966,1.29,1.8261,0,0.9705000000000001,0
2308,optional,discretionary,3,5,8,13,1.14,1.7709,0.41,1.3424,-2,0.4284999999999999,-5
2309,fussy,fastidious,2,4,5,10,1.55,1.9031,0.37,1.301,-2,0.6021000000000001,-5
2310,spectacular,outstanding,4,3,11,11,5.67,2.4624,7.45,2.5809,1,-0.11850000000000005,0
2311,prominent,outstanding,3,3,9,11,2.55,2.1173,7.45,2.5809,0,-0.4636,-2
2312,arrogant,haughty,3,2,8,7,5.22,2.4265,0.41,1.3424,1,1.0840999999999998,1
2313,arrogant,proud,3,1,8,5,5.22,2.4265,83.63,3.63,2,-1.2035,3
2314,indirect,secondary,3,4,8,9,0.41,1.3424,4.1,2.3222,-1,-0.9798,-1
2315,effective,efficacious,3,4,9,11,10.51,2.73,0.2,1.0414,-1,1.6885999999999999,-2
2316,solid,impenetrable,2,5,5,12,19.57,2.9996,1.02,1.7243,-3,1.2753,-7
2317,solid,valid,2,2,5,5,19.57,2.9996,3.22,2.2175,0,0.7821000000000002,0
2318,solid,satisfying,2,4,5,10,19.57,2.9996,2.53,2.1139,-2,0.8856999999999999,-5
2319,fraudulent,fake,3,1,10,4,0.35,1.2788,36.33,3.2681,2,-1.9893,6
2320,fatal,fateful,2,2,5,7,7.1,2.5599,1.0,1.716,0,0.8438999999999999,-2
2321,nominal,titular,3,3,7,7,0.75,1.5911,0.2,1.0414,0,0.5496999999999999,0
2322,preventative,prophylactic,4,4,12,12,0.27,1.1761,0.57,1.4771,0,-0.30100000000000016,0
2323,preventive,prophylactic,3,4,10,12,0.24,1.1139,0.57,1.4771,-1,-0.3632000000000002,-2
2324,rigorous,strict,3,1,8,6,0.84,1.6435,7.02,2.5551,2,-0.9116,2
2325,religious,strict,3,1,9,6,13.86,2.85,7.02,2.5551,2,0.29490000000000016,3
2326,uncompromising,strict,5,1,14,6,0.41,1.3424,7.02,2.5551,4,-1.2127,8
2327,unplanned,unintentional,2,5,9,13,0.18,1.0,0.41,1.3424,-3,-0.34240000000000004,-4
2328,unconscious,unintentional,3,5,11,13,11.43,2.7664,0.41,1.3424,-2,1.424,-2
2329,hairy,haired,2,1,5,6,6.31,2.5092,0.24,1.1139,1,1.3953,-1
2330,hairy,woolly,2,2,5,6,6.31,2.5092,0.47,1.3979,0,1.1113,-1
2331,similar,such,3,1,7,4,13.63,2.8426,291.22,4.1718,2,-1.3292000000000002,3
2332,unlawful,wrongful,3,2,8,8,0.76,1.6021,1.06,1.7404,1,-0.13829999999999987,0
2333,worldly,mundane,2,2,7,7,1.51,1.8921,0.8,1.6232,0,0.2688999999999999,0
2334,characteristic,peculiarity,5,6,14,11,1.18,1.7853,0.1,0.7782,-1,1.0071,3
2335,blasphemous,irreverent,3,4,11,10,0.43,1.3617,0.14,0.9031,-1,0.4585999999999999,1
2336,second,forward,2,2,6,7,284.57,4.1618,72.33,3.567,0,0.5948000000000002,-1
2337,second,back,2,1,6,4,284.57,4.1618,2009.16,5.0106,1,-0.8487999999999998,2
2338,necessary,requisite,4,3,9,9,45.98,3.3703,0.37,1.301,1,2.0693,0
2339,idle,unemployed,2,3,4,10,2.76,2.1523,3.65,2.2718,-1,-0.11949999999999994,-6
2340,terrifying,terrific,4,3,10,8,4.25,2.3385,41.92,3.3302,1,-0.9917000000000002,2
2341,respectable,proper,4,2,11,6,5.65,2.4609,25.27,3.1106,2,-0.6496999999999997,5
2342,fitting,proper,2,2,7,6,5.59,2.4564,25.27,3.1106,0,-0.6541999999999999,1
2343,teeny,tiny,2,2,5,4,2.51,2.1106,32.22,3.2159,0,-1.1053000000000002,1
2344,minuscule,tiny,3,2,9,4,0.25,1.1461,32.22,3.2159,1,-2.0698,5
2345,fleshy,succulent,2,3,6,9,0.57,1.4771,0.45,1.3802,-1,0.09689999999999999,-3
2346,commodious,spacious,4,2,10,8,0.02,0.301,1.14,1.7709,2,-1.4699,2
2347,scared,frightened,1,2,6,10,133.39,3.8328,23.25,3.0745,-1,0.7583000000000002,-4
2348,sticky,cohesive,2,3,6,8,5.73,2.4669,0.14,0.9031,-1,1.5637999999999999,-2
2349,harmful,injurious,2,4,7,9,1.29,1.8261,0.12,0.8451,-2,0.9810000000000001,-2
2350,more,increased,1,2,4,9,1298.59,4.821,4.08,2.3201,-1,2.5008999999999997,-5
2351,immediate,next,4,1,9,4,11.2,2.7574,452.75,4.3634,3,-1.6060000000000003,5
2352,immediate,instant,4,2,9,7,11.2,2.7574,10.78,2.7412,2,0.016199999999999992,2
2353,sane,healthy,1,2,4,7,5.51,2.4502,24.75,3.1014,-1,-0.6511999999999998,-3
2354,adjunct,associate,2,4,7,9,0.14,0.9031,8.98,2.6618,-2,-1.7587,-2
2355,adjunct,addition,2,3,7,8,0.14,0.9031,7.75,2.5977,-1,-1.6946,-1
2356,appendix,addition,3,3,8,8,2.61,2.1271,7.75,2.5977,0,-0.47060000000000013,0
2357,increase,addition,2,3,8,8,8.55,2.6405,7.75,2.5977,-1,0.04279999999999973,0
2358,summation,addition,3,3,9,8,0.65,1.5315,7.75,2.5977,0,-1.0662,1
2359,approachable,affable,4,3,12,7,0.08,0.699,0.12,0.8451,1,-0.1461,5
2360,soft,subdued,1,2,4,7,32.02,3.2133,0.63,1.5185,-1,1.6947999999999999,-3
2361,tolerant,liberal,3,3,8,7,1.27,1.8195,3.98,2.3096,0,-0.4901000000000002,1
2362,hateful,repugnant,2,3,7,9,2.0,2.0128,0.76,1.6021,-1,0.41069999999999984,-2
2363,contrary,repugnant,3,3,8,9,8.9,2.658,0.76,1.6021,0,1.0558999999999998,-1
2364,stubborn,unyielding,2,3,8,10,10.86,2.7443,0.16,0.9542,-1,1.7900999999999998,-2
2365,stubborn,inflexible,2,4,8,10,10.86,2.7443,0.16,0.9542,-2,1.7900999999999998,-2
2366,rigid,inflexible,2,4,5,10,1.86,1.9823,0.16,0.9542,-2,1.0280999999999998,-5
2367,stubborn,persistent,2,3,8,10,10.86,2.7443,2.59,2.1239,-1,0.6204000000000001,-2
2368,affable,genial,3,2,7,6,0.12,0.8451,0.2,1.0414,1,-0.19630000000000014,1
2369,amiable,genial,4,2,7,6,0.59,1.4914,0.2,1.0414,2,0.44999999999999996,1
2370,dumb,mute,1,1,4,4,46.96,3.3795,2.49,2.1072,0,1.2723,0
2371,painstaking,conscientious,3,4,11,13,0.24,1.1139,1.22,1.7993,-1,-0.6854,-2
2372,religious,conscientious,3,4,9,13,13.86,2.85,1.22,1.7993,-1,1.0507000000000002,-4
2373,various,sundry,3,2,7,6,8.94,2.6599,0.25,1.1461,1,1.5138,1
2374,haphazard,unplanned,3,2,9,9,0.2,1.0414,0.18,1.0,1,0.0414000000000001,0
2375,mundane,routine,2,2,7,7,0.8,1.6232,19.84,3.0056,0,-1.3823999999999999,0
2376,miserly,greedy,3,2,7,6,0.06,0.6021,6.63,2.5302,1,-1.9280999999999997,1
2377,classy,cool,2,1,6,4,5.76,2.4698,195.88,3.9996,1,-1.5297999999999998,2
2378,awesome,cool,2,1,7,4,31.37,3.2044,195.88,3.9996,1,-0.7951999999999999,3
2379,hereditary,familial,5,3,10,8,1.18,1.7853,0.25,1.1461,2,0.6392000000000002,2
2380,dismal,dreary,2,2,6,6,0.94,1.6902,1.8,1.9685,0,-0.2783,0
2381,geological,geologic,5,4,10,8,0.82,1.6335,0.06,0.6021,1,1.0314,2
2382,serious,sober,3,2,7,5,148.35,3.8789,10.1,2.7126,1,1.1662999999999997,2
2383,profane,blasphemous,2,3,7,11,0.55,1.4624,0.43,1.3617,-1,0.10070000000000001,-4
2384,minimum,minimal,3,3,7,7,8.14,2.6191,2.16,2.0453,0,0.5737999999999999,0
2385,mandatory,required,4,3,9,8,2.47,2.1038,10.73,2.7388,1,-0.6349999999999998,1
2386,mandatory,compulsory,4,4,9,10,2.47,2.1038,0.73,1.5798,0,0.524,-1
2387,coercive,compulsory,3,4,8,10,0.14,0.9031,0.73,1.5798,-1,-0.6767000000000001,-2
2388,nationalistic,chauvinistic,5,4,13,12,0.08,0.699,0.29,1.2041,1,-0.5051,1
2389,adjoining,contiguous,3,4,9,10,1.12,1.7634,0.06,0.6021,-1,1.1613000000000002,-1
2390,systematic,methodical,4,4,10,10,0.59,1.4914,0.51,1.4314,0,0.06000000000000005,0
2391,dirty,vile,2,1,5,4,66.45,3.5302,4.43,2.356,1,1.1742,1
2392,extensive,nationwide,3,3,9,10,3.71,2.2788,1.33,1.8388,0,0.43999999999999995,-1
2393,tall,lofty,1,2,4,5,32.33,3.2175,0.78,1.6128,-1,1.6046999999999998,-1
2394,abusive,fraudulent,3,3,7,10,1.63,1.9243,0.35,1.2788,0,0.6455,-3
2395,transnational,multinational,4,5,13,13,0.08,0.699,0.63,1.5185,-1,-0.8195,0
2396,juicy,luscious,2,2,5,8,4.29,2.3424,1.27,1.8195,0,0.5229000000000001,-3
2397,grotesque,monstrous,2,2,9,9,1.57,1.9085,2.39,2.0899,0,-0.1814,0
2398,prominent,striking,3,2,9,8,2.55,2.1173,4.39,2.3522,1,-0.23489999999999966,1
2399,salient,striking,3,2,7,8,0.25,1.1461,4.39,2.3522,1,-1.2061,-1
2400,tragic,dramatic,2,3,6,8,12.24,2.7959,9.78,2.699,-1,0.09690000000000021,-2
2401,geometric,geometrical,4,5,9,11,0.45,1.3802,0.12,0.8451,-1,0.5351000000000001,-2
2402,inconvenient,embarrassing,4,4,12,12,1.63,1.9243,22.84,3.0667,0,-1.1424,0
2403,awkward,embarrassing,2,4,7,12,14.31,2.8639,22.84,3.0667,-2,-0.20279999999999987,-5
2404,chauvinistic,nationalistic,4,5,12,13,0.29,1.2041,0.08,0.699,-1,0.5051,-1
2405,perpetual,eternal,4,3,9,7,1.55,1.9031,10.73,2.7388,1,-0.8356999999999999,2
2406,eloquent,articulate,3,4,8,10,0.96,1.699,1.67,1.9345,-1,-0.23550000000000004,-2
2407,kind,generous,1,3,4,8,590.69,4.4789,16.71,2.9309,-2,1.5480000000000005,-4
2408,bountiful,generous,3,3,9,8,0.76,1.6021,16.71,2.9309,0,-1.3287999999999998,1
2409,magnanimous,generous,4,3,11,8,0.25,1.1461,16.71,2.9309,1,-1.7848,3
2410,kind,set,1,1,4,3,590.69,4.4789,231.47,4.0721,0,0.4068000000000005,1
2411,pose,set,1,1,4,3,6.8,2.5416,231.47,4.0721,0,-1.5305,1
2412,dispose,set,2,1,7,3,3.14,2.2068,231.47,4.0721,1,-1.8653,4
2413,post,set,1,1,4,3,32.43,3.2188,231.47,4.0721,0,-0.8533,1
2414,fix,set,1,1,3,3,86.78,3.6461,231.47,4.0721,0,-0.4259999999999997,0
2415,kind,race,1,1,4,4,590.69,4.4789,61.9,3.4994,0,0.9795000000000003,0
2416,obedient,pious,4,2,8,5,1.96,2.0043,0.94,1.6902,2,0.31410000000000027,3
2417,sympathetic,appealing,4,3,11,9,3.8,2.29,3.18,2.2122,1,0.07779999999999987,2
2418,irrational,unreasonable,4,4,10,12,2.92,2.1761,3.8,2.29,0,-0.11390000000000011,-2
2419,disastrous,catastrophic,3,4,10,12,1.67,1.9345,1.27,1.8195,-1,0.11500000000000021,-2
2420,criminal,illegal,3,3,8,7,34.47,3.2453,23.51,3.0792,0,0.1660999999999997,1
2421,criminal,burglar,3,2,8,7,34.47,3.2453,5.53,2.4518,1,0.7934999999999999,1
2422,venomous,toxic,3,2,8,5,0.53,1.4472,4.9,2.3997,1,-0.9525000000000001,3
2423,poisonous,toxic,3,2,9,5,3.33,2.233,4.9,2.3997,1,-0.16670000000000007,4
2424,pink,pinkish,1,2,4,7,28.47,3.1623,0.08,0.699,-1,2.4633000000000003,-3
2425,pink,wink,1,1,4,4,28.47,3.1623,3.53,2.2577,0,0.9046000000000003,0
2426,compact,treaty,2,2,7,6,1.69,1.9395,4.69,2.3802,0,-0.44069999999999987,1
2427,fertile,productive,2,3,7,10,1.57,1.9085,2.41,2.0934,-1,-0.18489999999999984,-3
2428,fruitful,productive,2,3,8,10,0.92,1.6812,2.41,2.0934,-1,-0.4121999999999999,-2
2429,zany,wacky,2,2,4,5,0.2,1.0414,3.22,2.2175,0,-1.1760999999999997,-1
2430,record,testimony,2,4,6,9,85.59,3.6401,14.75,2.8768,-2,0.7633000000000001,-3
2431,tired,weary,2,2,5,5,112.65,3.7594,4.16,2.3284,0,1.431,0
2432,bourgeois,conservative,2,4,9,12,1.18,1.7853,3.76,2.2856,-2,-0.5003,-3
2433,young,immature,1,3,5,8,243.18,4.0935,3.27,2.2253,-2,1.8681999999999999,-3
2434,likely,credible,2,3,6,8,25.76,3.1189,1.65,1.9294,-1,1.1895,-2
2435,religious,devotional,3,4,9,10,13.86,2.85,0.04,0.4771,-1,2.3729,-1
2436,ornamental,fancy,4,2,10,5,0.18,1.0,34.84,3.2499,2,-2.2499,5
2437,ornamental,decorative,4,3,10,10,0.18,1.0,0.86,1.6532,1,-0.6532,0
