,Word1,Word2,Word1_Syll,Word2_Syll,Freq_Per_Mil1,Log_Freq_Per_Mil1,Freq_Per_Mil2,Log_Freq_Per_Mil2,Syll_Delta,Freq_Delta
2056,unified,integrated,3,4,1.16,1.7782,1.08,1.7482,1,-0.030000000000000027
2057,limitless,infinite,3,3,0.71,1.5682,3.49,2.2529,0,0.6846999999999999
2058,studious,bookish,3,2,0.12,0.8451,0.18,1.0,1,-0.15490000000000004
2059,impatient,irritable,3,4,4.04,2.316,1.45,1.8751,1,-0.44089999999999985
2060,sound,profound,1,2,143.39,3.8642,4.18,2.3304,1,-1.5337999999999998
2061,solid,profound,2,2,19.57,2.9996,4.18,2.3304,0,-0.6692
2062,sound,unharmed,1,2,143.39,3.8642,1.51,1.8921,1,-1.9721
2063,sound,safe,1,1,143.39,3.8642,143.2,3.8636,0,-0.0005999999999999339
2064,sound,crunch,1,1,143.39,3.8642,3.51,2.2553,0,-1.6088999999999998
2065,sound,jangle,1,2,143.39,3.8642,0.33,1.2553,1,-2.6088999999999998
2066,sound,splash,1,1,143.39,3.8642,4.22,2.3345,0,-1.5297
2067,sound,try,1,1,143.39,3.8642,476.75,4.3859,0,0.5217000000000005
2068,sample,try,2,1,14.59,2.8722,476.75,4.3859,1,-1.5137000000000005
2069,stress,try,1,1,15.61,2.9015,476.75,4.3859,0,1.4844000000000004
2070,solicit,try,3,1,0.61,1.5051,476.75,4.3859,2,-2.8808000000000002
2071,sound,whistle,1,2,143.39,3.8642,15.45,2.8971,1,-0.9670999999999998
2072,neat,finished,1,2,12.45,2.8035,83.71,3.6304,1,0.8268999999999997
2073,peculiar,odd,3,1,7.55,2.5866,24.04,3.0888,2,-0.5022000000000002
2074,eccentric,odd,3,1,3.51,2.2553,24.04,3.0888,2,-0.8334999999999999
2075,peculiar,specific,3,3,7.55,2.5866,17.8,2.9586,0,0.37200000000000033
2076,independent,exclusive,4,3,9.35,2.6794,7.8,2.601,1,0.0783999999999998
2077,independent,sovereign,4,2,9.35,2.6794,2.51,2.1106,2,0.5688
2078,autonomous,sovereign,4,2,0.22,1.0792,2.51,2.1106,2,-1.0313999999999999
2079,contentious,litigious,3,3,0.18,1.0,0.25,1.1461,0,0.1460999999999999
2080,golden,lucky,2,2,23.27,3.0748,143.45,3.8643,0,0.7894999999999999
2081,continuous,extended,4,3,1.92,1.9956,4.18,2.3304,1,-0.3348
2082,acidic,acid,3,2,0.22,1.0792,9.96,2.7067,1,-1.6275000000000002
2083,pregnant,significant,2,4,52.02,3.4239,6.49,2.5211,2,-0.9028
2084,relevant,significant,3,4,5.61,2.4579,6.49,2.5211,1,0.06320000000000014
2085,fast,reckless,1,2,137.45,3.8458,4.92,2.4014,1,-1.4444
2086,rich,fertile,1,2,80.39,3.6129,1.57,1.9085,1,-1.7043999999999997
2087,rich,gorgeous,1,2,80.39,3.6129,24.06,3.0892,1,-0.5236999999999998
2088,rich,bountiful,1,3,80.39,3.6129,0.76,1.6021,2,-2.0107999999999997
2089,same,unchanged,1,2,417.18,4.3279,0.71,1.5682,1,-2.7596999999999996
2090,same,identical,1,4,417.18,4.3279,5.53,2.4518,3,-1.8760999999999997
2091,synonymous,identical,4,4,0.55,1.4624,5.53,2.4518,0,0.9894000000000001
2092,same,similar,1,3,417.18,4.3279,13.63,2.8426,2,-1.4852999999999996
2093,distinct,marked,2,1,3.04,2.1931,10.73,2.7388,1,-0.5457000000000001
2094,conventional,artificial,4,4,3.04,2.1931,4.82,2.3927,0,0.19960000000000022
2095,manly,male,2,1,4.04,2.316,33.94,3.2385,1,-0.9225000000000003
2096,masculine,male,3,1,2.45,2.1004,33.94,3.2385,2,-1.1381000000000001
2097,manly,masculine,2,3,4.04,2.316,2.45,2.1004,1,-0.2155999999999998
2098,trustworthy,ethical,3,3,1.84,1.9777,2.73,2.1461,0,0.1684000000000001
2099,ambitious,audacious,3,3,4.76,2.3874,0.51,1.4314,0,-0.956
2100,athletic,acrobatic,3,4,3.86,2.2967,0.24,1.1139,1,-1.1828
2101,loose,vague,1,1,41.78,3.3288,4.53,2.3655,0,-0.9633000000000003
2102,undefined,vague,3,1,0.2,1.0414,4.53,2.3655,2,-1.3240999999999998
2103,visible,visual,3,3,4.96,2.4048,11.49,2.7686,0,0.36380000000000035
2104,shiny,glossy,2,2,7.8,2.601,0.47,1.3979,0,-1.2031
2105,lustrous,glossy,2,2,0.29,1.2041,0.47,1.3979,0,0.19379999999999997
2106,easy,manageable,2,4,265.71,4.132,0.63,1.5185,2,-2.6134999999999997
2107,easy,easygoing,2,4,265.71,4.132,0.43,1.3617,2,-2.7702999999999998
2108,joint,combined,1,2,27.55,3.148,4.14,2.3263,1,-0.8217000000000003
2109,joint,concurrent,1,3,27.55,3.148,0.22,1.0792,2,-2.0688000000000004
2110,joint,concerted,1,3,27.55,3.148,0.06,0.6021,2,-2.5459
2111,joint,construct,1,2,27.55,3.148,1.45,1.8751,1,-1.2729000000000001
2112,form,construct,1,2,42.75,3.3387,1.45,1.8751,1,-1.4635999999999998
2113,stocky,stout,2,1,0.18,1.0,1.04,1.7324,1,-0.7323999999999999
2114,insignificant,trivial,5,3,2.63,2.1303,1.82,1.9731,2,0.1572
2115,superficial,trivial,4,3,2.9,2.1732,1.82,1.9731,1,0.20009999999999994
2116,objective,target,3,2,7.04,2.5563,37.96,3.2871,1,-0.7308000000000003
2117,unequal,unfair,3,2,0.2,1.0414,9.84,2.7016,1,-1.6602
2118,unjust,unfair,2,2,1.16,1.7782,9.84,2.7016,0,0.9234
2119,shameful,disgraceful,2,3,1.92,1.9956,1.82,1.9731,1,-0.022499999999999964
2120,triumphant,victorious,3,4,1.37,1.8513,1.29,1.8261,1,-0.02519999999999989
2121,apparent,ostensible,3,4,4.22,2.3345,0.06,0.6021,1,-1.7323999999999997
2122,threefold,twofold,2,2,0.1,0.7782,0.16,0.9542,0,0.17600000000000005
2123,absolute,arbitrary,3,4,11.31,2.7619,1.02,1.7243,1,-1.0375999999999999
2124,absolute,ultimate,3,3,11.31,2.7619,9.02,2.6637,0,-0.09819999999999984
2125,satisfactory,acceptable,4,4,3.0,2.1875,5.27,2.4314,0,0.2439
2126,ordinary,mediocre,4,4,19.08,2.9886,1.39,1.8573,0,-1.1313
2127,lackluster,mediocre,3,4,0.12,0.8451,1.39,1.8573,1,1.0122
2128,dramatic,melodramatic,3,5,9.78,2.699,1.22,1.7993,2,-0.8996999999999999
2129,sensational,melodramatic,4,5,4.02,2.3139,1.22,1.7993,1,-0.5146
2130,dramatic,scenic,3,2,9.78,2.699,1.04,1.7324,1,0.9665999999999999
2131,primary,immediate,3,4,8.71,2.6484,11.2,2.7574,1,0.10899999999999999
2132,near,immediate,1,4,83.1,3.6273,11.2,2.7574,3,-0.8698999999999999
2133,sharp,gritty,1,2,23.78,3.0842,0.45,1.3802,1,-1.704
2134,sharp,clever,1,2,23.78,3.0842,27.27,3.1436,1,0.05940000000000012
2135,adroit,clever,2,2,0.12,0.8451,27.27,3.1436,0,2.2985
2136,ingenious,clever,3,2,2.12,2.0374,27.27,3.1436,1,-1.1062000000000003
2137,skillful,clever,2,2,0.78,1.6128,27.27,3.1436,0,1.5308000000000002
2138,casual,nonchalant,3,3,7.31,2.5729,0.37,1.301,0,-1.2719000000000003
2139,lazy,sluggish,2,2,11.59,2.7723,0.78,1.6128,0,-1.1595
2140,reckless,foolhardy,2,3,4.92,2.4014,0.41,1.3424,1,-1.0590000000000002
2141,reckless,negligent,2,3,4.92,2.4014,1.0,1.716,1,-0.6854000000000002
2142,instinctive,intuitive,3,4,0.41,1.3424,1.06,1.7404,1,0.3979999999999999
2143,singular,remarkable,3,4,1.27,1.8195,12.57,2.8075,1,0.9880000000000002
2144,extraordinary,remarkable,5,4,15.12,2.8876,12.57,2.8075,1,0.08009999999999984
2145,noteworthy,remarkable,3,4,0.16,0.9542,12.57,2.8075,1,1.8533
2146,singular,extraordinary,3,5,1.27,1.8195,15.12,2.8876,2,1.0681
2147,surprising,extraordinary,3,5,6.02,2.4886,15.12,2.8876,2,0.399
2148,strange,extraordinary,1,5,86.43,3.6443,15.12,2.8876,4,-0.7566999999999999
2149,abnormal,extraordinary,3,5,2.9,2.1732,15.12,2.8876,2,0.7143999999999999
2150,unbelievable,incredible,5,4,29.41,3.1764,37.8,3.2853,1,-0.10889999999999977
2151,fixed,rigid,1,2,32.29,3.217,1.86,1.9823,1,-1.2347000000000001
2152,strict,rigid,1,2,7.02,2.5551,1.86,1.9823,1,-0.5728
2153,stiff,rigid,1,2,10.25,2.7193,1.86,1.9823,1,-0.7370000000000001
2154,small,diminished,1,3,124.96,3.8044,1.24,1.8062,2,-1.9981999999999998
2155,small,slender,1,2,124.96,3.8044,0.75,1.5911,1,-2.2133
2156,small,lowly,1,2,124.96,3.8044,1.71,1.9445,1,-1.8598999999999999
2157,humble,lowly,2,2,9.8,2.6998,1.71,1.9445,0,-0.7553000000000003
2158,popular,accepted,3,3,23.08,3.0711,15.71,2.9042,0,-0.16690000000000005
2159,popular,cheap,3,1,23.08,3.0711,36.24,3.2669,2,-0.1958000000000002
2160,cheesy,cheap,2,1,2.61,2.1271,36.24,3.2669,1,-1.1398000000000001
2161,tacky,cheap,2,1,2.63,2.1303,36.24,3.2669,1,-1.1366
2162,wavy,undulating,2,4,0.55,1.4624,0.1,0.7782,2,-0.6841999999999999
2163,blank,vacant,1,2,9.71,2.6955,2.65,2.1335,1,-0.5619999999999998
2164,fictitious,fictional,3,3,0.61,1.5051,1.39,1.8573,0,0.35219999999999985
2165,myopic,nearsighted,3,3,0.25,1.1461,0.53,1.4472,0,0.30110000000000015
2166,artificial,stilted,4,2,4.82,2.3927,0.16,0.9542,2,1.4385
2167,artificial,contrived,4,2,4.82,2.3927,0.53,1.4472,2,0.9455
2168,rustic,unsophisticated,2,6,0.78,1.6128,0.29,1.2041,4,-0.40870000000000006
2169,crafty,subtle,2,2,1.04,1.7324,6.94,2.5502,0,0.8177999999999999
2170,ingenious,subtle,3,2,2.12,2.0374,6.94,2.5502,1,-0.5127999999999999
2171,fine,subtle,1,2,598.08,4.4843,6.94,2.5502,1,-1.9341000000000004
2172,mortal,human,2,2,9.57,2.6893,124.76,3.8037,0,1.1144000000000003
2173,man,human,1,2,1845.75,4.9737,124.76,3.8037,1,-1.17
2174,awful,awesome,2,2,63.41,3.5099,31.37,3.2044,0,-0.3054999999999999
2175,amazing,awesome,3,2,81.71,3.6199,31.37,3.2044,1,0.41549999999999976
2176,delicate,refined,3,2,9.51,2.6866,2.02,2.017,1,0.6696
2177,cultured,refined,2,2,0.96,1.699,2.02,2.017,0,0.31799999999999984
2178,graceful,refined,2,2,2.31,2.0755,2.02,2.017,0,-0.058499999999999996
2179,delicate,luxurious,3,4,9.51,2.6866,1.12,1.7634,1,-0.9231999999999998
2180,delicate,exquisite,3,3,9.51,2.6866,4.18,2.3304,0,-0.35619999999999985
2181,fine,exquisite,1,3,598.08,4.4843,4.18,2.3304,2,-2.1539
2182,apprehensive,fearful,4,2,0.55,1.4624,2.16,2.0453,2,-0.5829000000000002
2183,passive,submissive,2,3,2.18,2.0492,0.88,1.6628,1,-0.38639999999999985
2184,passive,peaceful,2,2,2.18,2.0492,11.24,2.7589,0,0.7097000000000002
2185,tranquil,peaceful,2,2,0.82,1.6335,11.24,2.7589,0,1.1254000000000002
2186,gentle,peaceful,2,2,16.55,2.9269,11.24,2.7589,0,-0.1679999999999997
2187,unjust,unequal,2,3,1.16,1.7782,0.2,1.0414,1,-0.7367999999999999
2188,muscular,brawny,3,2,1.55,1.9031,0.18,1.0,1,0.9031
2189,fearless,courageous,2,3,2.98,2.1847,3.16,2.2095,1,0.024799999999999933
2190,fearless,intrepid,2,3,2.98,2.1847,0.61,1.5051,1,-0.6795999999999998
2191,glorious,praiseworthy,3,3,9.29,2.6767,0.08,0.699,0,-1.9777
2192,uncommon,scarce,3,1,2.16,2.0453,1.71,1.9445,2,0.10080000000000022
2193,uncommon,infrequent,3,3,2.16,2.0453,0.1,0.7782,0,-1.2671000000000001
2194,psychic,mental,2,2,11.86,2.7825,19.65,3.0013,0,0.21879999999999988
2195,creepy,crawly,2,2,11.14,2.7551,0.12,0.8451,0,-1.9100000000000001
2196,strict,tight,1,1,7.02,2.5551,50.92,3.4146,0,0.8595000000000002
2197,closed,tight,1,1,54.08,3.4408,50.92,3.4146,0,-0.02619999999999978
2198,populated,populous,4,3,1.1,1.7559,0.04,0.4771,1,1.2788
2199,desirable,preferable,4,4,1.94,2.0,0.92,1.6812,0,-0.3188
2200,sublime,elevated,2,4,1.45,1.8751,2.49,2.1072,2,0.2321000000000002
2201,runaway,fugitive,3,3,4.06,2.3181,5.18,2.4232,0,0.1051000000000002
2202,passionate,intense,3,2,6.0,2.4871,10.2,2.7168,1,-0.22970000000000024
2203,astonishing,amazing,4,3,1.71,1.9445,81.71,3.6199,1,-1.6754
2204,awesome,amazing,2,3,31.37,3.2044,81.71,3.6199,1,0.41549999999999976
2205,lean,spare,1,1,10.37,2.7243,30.84,3.197,0,0.4727000000000001
2206,lean,depend,1,2,10.37,2.7243,9.88,2.7033,1,-0.020999999999999908
2207,reckon,depend,2,2,11.69,2.776,9.88,2.7033,0,-0.07269999999999976
2208,concrete,composite,2,3,7.43,2.5798,1.25,1.8129,1,-0.7669000000000001
2209,ceaseless,endless,2,2,0.16,0.9542,6.63,2.5302,0,1.5759999999999996
2210,whole,unbroken,1,3,385.49,4.2936,0.39,1.3222,2,-2.9713999999999996
2211,prime,most,1,1,18.29,2.9703,350.76,4.2526,0,1.2823000000000002
2212,prime,select,1,2,18.29,2.9703,3.53,2.2577,1,-0.7126000000000001
2213,destructive,devastating,3,4,2.39,2.0899,2.73,2.1461,1,0.05620000000000003
2214,destructive,deadly,3,2,2.39,2.0899,9.88,2.7033,1,-0.6134
2215,venomous,deadly,3,2,0.53,1.4472,9.88,2.7033,1,-1.2561
2216,excessive,deadly,3,2,2.43,2.0969,9.88,2.7033,1,-0.6063999999999998
2217,horrible,frightening,3,3,42.43,3.3355,5.76,2.4698,0,-0.8656999999999999
2218,horrible,awful,3,2,42.43,3.3355,63.41,3.5099,1,-0.1743999999999999
2219,awesome,awful,2,2,31.37,3.2044,63.41,3.5099,0,0.3054999999999999
2220,horrible,shocking,3,2,42.43,3.3355,6.18,2.4997,1,0.8358000000000003
2221,oily,greasy,2,2,0.96,1.699,3.9,2.301,0,0.6020000000000001
2222,serial,sequential,3,3,11.31,2.7619,0.2,1.0414,0,-1.7204999999999997
2223,serial,consecutive,3,4,11.31,2.7619,1.63,1.9243,1,-0.8375999999999999
2224,squat,stocky,1,2,3.14,2.2068,0.18,1.0,1,-1.2067999999999999
2225,humid,damp,2,1,0.88,1.6628,2.92,2.1761,1,-0.5132999999999999
2226,dry,wry,1,1,42.82,3.3395,0.2,1.0414,0,-2.2981
2227,dry,arid,1,2,42.82,3.3395,0.31,1.2304,1,-2.1091
2228,insurgent,revolutionary,3,6,0.24,1.1139,4.39,2.3522,3,1.2383
2229,introductory,initial,5,3,0.33,1.2553,6.37,2.5132,2,-1.2578999999999998
2230,rudimentary,initial,5,3,0.67,1.5441,6.37,2.5132,2,-0.9690999999999999
2231,happy,contented,2,3,333.2,4.2303,0.76,1.6021,1,-2.6281999999999996
2232,vindictive,spiteful,3,2,1.06,1.7404,0.75,1.5911,1,0.1493
2233,remarkable,conspicuous,4,4,12.57,2.8075,1.47,1.8808,0,-0.9267000000000001
2234,distinguished,conspicuous,3,4,6.18,2.4997,1.47,1.8808,1,-0.6188999999999998
2235,pleasant,agreeable,2,4,21.02,3.0306,1.59,1.9138,2,-1.1168000000000002
2236,likely,agreeable,2,4,25.76,3.1189,1.59,1.9138,2,-1.2051
2237,shameless,brazen,2,2,1.9,1.9912,1.18,1.7853,0,-0.20589999999999997
2238,wasteful,lavish,2,2,0.59,1.4914,0.76,1.6021,0,0.11070000000000002
2239,secular,worldly,3,2,0.49,1.415,1.51,1.8921,1,-0.47709999999999986
2240,minded,disposed,2,2,1.39,1.8573,1.73,1.9494,0,0.09210000000000007
2241,prepared,disposed,2,2,35.78,3.2615,1.73,1.9494,0,-1.3120999999999998
2242,civilized,enlightened,3,3,6.18,2.4997,1.71,1.9445,0,-0.5551999999999999
2243,regal,royal,2,2,1.14,1.7709,23.24,3.0741,0,1.3032000000000001
2244,princely,royal,2,2,0.12,0.8451,23.24,3.0741,0,2.229
2245,spiritual,inner,4,2,8.88,2.6571,9.94,2.7059,2,-0.0488000000000004
2246,spiritual,platonic,4,3,8.88,2.6571,1.22,1.7993,1,0.8577999999999999
2247,spiritual,intellectual,4,5,8.88,2.6571,4.59,2.3711,1,-0.2859999999999996
2248,spiritual,inward,4,2,8.88,2.6571,0.78,1.6128,2,1.0442999999999998
2249,perfect,flawless,2,2,158.65,3.9081,1.57,1.9085,0,-1.9996
2250,diaphanous,transparent,4,3,0.1,0.7782,1.8,1.9685,1,-1.1903
2251,prior,previous,2,3,8.27,2.6263,9.49,2.6857,1,0.05940000000000012
2252,little,insignificant,2,5,1446.39,4.8679,2.63,2.1303,3,-2.7375999999999996
2253,meaningless,insignificant,3,5,4.86,2.3962,2.63,2.1303,2,-0.2658999999999998
2254,complex,detailed,2,2,13.12,2.8261,3.92,2.3032,0,-0.5228999999999999
2255,elaborate,detailed,3,2,4.75,2.3856,3.92,2.3032,1,0.08240000000000025
2256,complex,complication,2,4,13.12,2.8261,1.39,1.8573,2,-0.9687999999999999
2257,explicit,express,3,2,1.39,1.8573,17.92,2.9614,1,-1.1040999999999999
2258,word,express,1,2,235.55,4.0797,17.92,2.9614,1,-1.1183
2259,breathe,express,1,2,48.51,3.3936,17.92,2.9614,1,-0.43220000000000036
2260,depict,express,2,2,0.53,1.4472,17.92,2.9614,0,1.5141999999999998
2261,train,express,1,2,95.06,3.6857,17.92,2.9614,1,-0.7243000000000004
2262,wrong,incorrect,1,3,523.1,4.4262,2.22,2.0569,2,-2.3692999999999995
2263,shocked,aghast,1,2,11.73,2.7774,0.14,0.9031,1,-1.8743
2264,reflective,meditative,3,4,0.61,1.5051,0.22,1.0792,1,-0.42590000000000017
2265,pensive,meditative,2,4,0.37,1.301,0.22,1.0792,2,-0.2218
2266,next,adjacent,1,3,452.75,4.3634,1.33,1.8388,2,-2.5246000000000004
2267,adjoining,adjacent,3,3,1.12,1.7634,1.33,1.8388,0,0.07539999999999991
2268,separate,divided,3,3,21.71,3.0445,4.45,2.3579,0,-0.6866000000000003
2269,real,authentic,1,3,442.8,4.3538,4.51,2.3636,2,-1.9901999999999997
2270,genuine,authentic,3,3,8.2,2.6222,4.51,2.3636,0,-0.25859999999999994
2271,real,material,1,4,442.8,4.3538,22.14,3.0531,3,-1.3006999999999995
2272,compassionate,tender,4,2,1.78,1.9638,8.88,2.6571,2,-0.6932999999999998
2273,offer,tender,2,2,74.71,3.581,8.88,2.6571,0,-0.9239000000000002
2274,compassionate,sympathetic,4,4,1.78,1.9638,3.8,2.29,0,0.32620000000000005
2275,kind,sympathetic,1,4,590.69,4.4789,3.8,2.29,3,-2.1889000000000003
2276,least,minimum,1,3,207.76,4.0252,8.14,2.6191,2,-1.4061
2277,minimal,minimum,3,3,2.16,2.0453,8.14,2.6191,0,0.5737999999999999
2278,positive,convinced,3,2,31.63,3.2079,20.8,3.0261,1,0.18179999999999996
2279,positive,indisputable,3,5,31.63,3.2079,0.2,1.0414,2,-2.1665
2280,positive,confident,3,3,31.63,3.2079,10.65,2.7356,0,-0.47230000000000016
2281,operational,usable,5,3,3.82,2.2923,0.53,1.4472,2,0.8451
2282,quadruple,double,3,2,0.76,1.6021,62.71,3.505,1,-1.9028999999999998
2283,dual,double,2,2,1.12,1.7634,62.71,3.505,0,1.7415999999999998
2284,unacceptable,impossible,5,4,5.31,2.4346,59.12,3.4794,1,-1.0448
2285,impracticable,impossible,5,4,0.06,0.6021,59.12,3.4794,1,-2.8773
2286,unacceptable,unwelcome,5,3,5.31,2.4346,0.73,1.5798,2,0.8548
2287,healthy,wholesome,2,2,24.75,3.1014,1.59,1.9138,0,-1.1876
2288,immutable,unalterable,4,5,0.16,0.9542,0.1,0.7782,1,-0.17600000000000005
2289,nervous,neural,2,2,67.16,3.5348,1.96,2.0043,0,-1.5305
2290,nervous,excitable,2,4,67.16,3.5348,0.47,1.3979,2,-2.1369000000000002
2291,gratuitous,unnecessary,4,5,0.35,1.2788,6.2,2.5011,1,1.2223000000000002
2292,pale,blank,1,1,8.02,2.6128,9.71,2.6955,0,0.0827
2293,pale,sickly,1,2,8.02,2.6128,0.76,1.6021,1,-1.0107
2294,modern,contemporary,2,5,18.24,2.9689,1.94,2.0,3,-0.9689000000000001
2295,modern,contemporary,2,5,18.24,2.9689,1.94,2.0,3,-0.9689000000000001
2296,protected,secure,3,2,10.86,2.7443,24.33,3.0941,1,-0.3498000000000001
2297,safe,secure,1,2,143.2,3.8636,24.33,3.0941,1,-0.7694999999999999
2298,insure,secure,2,2,1.06,1.7404,24.33,3.0941,0,1.3537000000000001
2299,mobile,fickle,2,2,7.47,2.5821,1.18,1.7853,0,-0.7968
2300,eccentric,bizarre,3,2,3.51,2.2553,7.29,2.5717,1,-0.3163999999999998
2301,cheerful,optimistic,2,4,3.73,2.281,3.39,2.2405,2,-0.0405000000000002
2302,anachronistic,outdated,5,3,0.06,0.6021,0.8,1.6232,2,-1.0211000000000001
2303,multinational,transnational,5,4,0.63,1.5185,0.08,0.699,1,0.8195
2304,loud,brassy,1,2,39.82,3.3079,0.12,0.8451,1,-2.4628
2305,loud,garish,1,2,39.82,3.3079,0.22,1.0792,1,-2.2287
2306,crucial,decisive,2,3,4.59,2.3711,1.29,1.8261,1,-0.5450000000000002
2307,critical,decisive,3,3,12.25,2.7966,1.29,1.8261,0,-0.9705000000000001
2308,optional,discretionary,3,5,1.14,1.7709,0.41,1.3424,2,-0.4284999999999999
2309,fussy,fastidious,2,4,1.55,1.9031,0.37,1.301,2,-0.6021000000000001
2310,spectacular,outstanding,4,3,5.67,2.4624,7.45,2.5809,1,-0.11850000000000005
2311,prominent,outstanding,3,3,2.55,2.1173,7.45,2.5809,0,0.4636
2312,arrogant,haughty,3,2,5.22,2.4265,0.41,1.3424,1,1.0840999999999998
2313,arrogant,proud,3,1,5.22,2.4265,83.63,3.63,2,-1.2035
2314,indirect,secondary,3,4,0.41,1.3424,4.1,2.3222,1,0.9798
2315,effective,efficacious,3,4,10.51,2.73,0.2,1.0414,1,-1.6885999999999999
2316,solid,impenetrable,2,5,19.57,2.9996,1.02,1.7243,3,-1.2753
2317,solid,valid,2,2,19.57,2.9996,3.22,2.2175,0,-0.7821000000000002
2318,solid,satisfying,2,4,19.57,2.9996,2.53,2.1139,2,-0.8856999999999999
2319,fraudulent,fake,3,1,0.35,1.2788,36.33,3.2681,2,-1.9893
2320,fatal,fateful,2,2,7.1,2.5599,1.0,1.716,0,-0.8438999999999999
2321,nominal,titular,3,3,0.75,1.5911,0.2,1.0414,0,-0.5496999999999999
2322,preventative,prophylactic,4,4,0.27,1.1761,0.57,1.4771,0,0.30100000000000016
2323,preventive,prophylactic,3,4,0.24,1.1139,0.57,1.4771,1,0.3632000000000002
2324,rigorous,strict,3,1,0.84,1.6435,7.02,2.5551,2,-0.9116
2325,religious,strict,3,1,13.86,2.85,7.02,2.5551,2,0.29490000000000016
2326,uncompromising,strict,5,1,0.41,1.3424,7.02,2.5551,4,-1.2127
2327,unplanned,unintentional,2,5,0.18,1.0,0.41,1.3424,3,0.34240000000000004
2328,unconscious,unintentional,3,5,11.43,2.7664,0.41,1.3424,2,-1.424
2329,hairy,haired,2,1,6.31,2.5092,0.24,1.1139,1,1.3953
2330,hairy,woolly,2,2,6.31,2.5092,0.47,1.3979,0,-1.1113
2331,similar,such,3,1,13.63,2.8426,291.22,4.1718,2,-1.3292000000000002
2332,unlawful,wrongful,3,2,0.76,1.6021,1.06,1.7404,1,-0.13829999999999987
2333,worldly,mundane,2,2,1.51,1.8921,0.8,1.6232,0,-0.2688999999999999
2334,characteristic,peculiarity,5,6,1.18,1.7853,0.1,0.7782,1,-1.0071
2335,blasphemous,irreverent,3,4,0.43,1.3617,0.14,0.9031,1,-0.4585999999999999
2336,second,forward,2,2,284.57,4.1618,72.33,3.567,0,-0.5948000000000002
2337,second,back,2,1,284.57,4.1618,2009.16,5.0106,1,-0.8487999999999998
2338,necessary,requisite,4,3,45.98,3.3703,0.37,1.301,1,2.0693
2339,idle,unemployed,2,3,2.76,2.1523,3.65,2.2718,1,0.11949999999999994
2340,terrifying,terrific,4,3,4.25,2.3385,41.92,3.3302,1,-0.9917000000000002
2341,respectable,proper,4,2,5.65,2.4609,25.27,3.1106,2,-0.6496999999999997
2342,fitting,proper,2,2,5.59,2.4564,25.27,3.1106,0,0.6541999999999999
2343,teeny,tiny,2,2,2.51,2.1106,32.22,3.2159,0,1.1053000000000002
2344,minuscule,tiny,3,2,0.25,1.1461,32.22,3.2159,1,-2.0698
2345,fleshy,succulent,2,3,0.57,1.4771,0.45,1.3802,1,-0.09689999999999999
2346,commodious,spacious,4,2,0.02,0.301,1.14,1.7709,2,-1.4699
2347,scared,frightened,1,2,133.39,3.8328,23.25,3.0745,1,-0.7583000000000002
2348,sticky,cohesive,2,3,5.73,2.4669,0.14,0.9031,1,-1.5637999999999999
2349,harmful,injurious,2,4,1.29,1.8261,0.12,0.8451,2,-0.9810000000000001
2350,more,increased,1,2,1298.59,4.821,4.08,2.3201,1,-2.5008999999999997
2351,immediate,next,4,1,11.2,2.7574,452.75,4.3634,3,-1.6060000000000003
2352,immediate,instant,4,2,11.2,2.7574,10.78,2.7412,2,0.016199999999999992
2353,sane,healthy,1,2,5.51,2.4502,24.75,3.1014,1,0.6511999999999998
2354,adjunct,associate,2,4,0.14,0.9031,8.98,2.6618,2,1.7587
2355,adjunct,addition,2,3,0.14,0.9031,7.75,2.5977,1,1.6946
2356,appendix,addition,3,3,2.61,2.1271,7.75,2.5977,0,0.47060000000000013
2357,increase,addition,2,3,8.55,2.6405,7.75,2.5977,1,-0.04279999999999973
2358,summation,addition,3,3,0.65,1.5315,7.75,2.5977,0,1.0662
2359,approachable,affable,4,3,0.08,0.699,0.12,0.8451,1,-0.1461
2360,soft,subdued,1,2,32.02,3.2133,0.63,1.5185,1,-1.6947999999999999
2361,tolerant,liberal,3,3,1.27,1.8195,3.98,2.3096,0,0.4901000000000002
2362,hateful,repugnant,2,3,2.0,2.0128,0.76,1.6021,1,-0.41069999999999984
2363,contrary,repugnant,3,3,8.9,2.658,0.76,1.6021,0,-1.0558999999999998
2364,stubborn,unyielding,2,3,10.86,2.7443,0.16,0.9542,1,-1.7900999999999998
2365,stubborn,inflexible,2,4,10.86,2.7443,0.16,0.9542,2,-1.7900999999999998
2366,rigid,inflexible,2,4,1.86,1.9823,0.16,0.9542,2,-1.0280999999999998
2367,stubborn,persistent,2,3,10.86,2.7443,2.59,2.1239,1,-0.6204000000000001
2368,affable,genial,3,2,0.12,0.8451,0.2,1.0414,1,-0.19630000000000014
2369,amiable,genial,4,2,0.59,1.4914,0.2,1.0414,2,0.44999999999999996
2370,dumb,mute,1,1,46.96,3.3795,2.49,2.1072,0,-1.2723
2371,painstaking,conscientious,3,4,0.24,1.1139,1.22,1.7993,1,0.6854
2372,religious,conscientious,3,4,13.86,2.85,1.22,1.7993,1,-1.0507000000000002
2373,various,sundry,3,2,8.94,2.6599,0.25,1.1461,1,1.5138
2374,haphazard,unplanned,3,2,0.2,1.0414,0.18,1.0,1,0.0414000000000001
2375,mundane,routine,2,2,0.8,1.6232,19.84,3.0056,0,1.3823999999999999
2376,miserly,greedy,3,2,0.06,0.6021,6.63,2.5302,1,-1.9280999999999997
