,Word1,Word2,Word1_Syll,Word2_Syll,Word1_Freq,Word2_Freq
3542,high,tall,1,1,,
3544,secure,certain,2,2,,
3547,spicy,savory,2,3,,
3549,spiritual,pure,4,1,,
3551,questionable,controversial,4,4,,
3552,heavy,leaden,2,2,,
3553,considerable,fair,5,1,,
3554,natural,native,3,2,,
3555,square,straight,1,1,,
3556,delicate,exquisite,3,3,,
3557,ordinary,medium,4,3,,
3558,personalized,individualized,4,6,,
3559,intense,acute,2,2,,
3560,eccentric,whimsical,3,3,,
3561,blank,vacant,1,2,,
3563,trite,banal,1,2,,
3565,common,commonplace,2,3,,
3566,breezy,brisk,2,1,,
3567,tolerant,kind,3,1,,
3569,venomous,deadly,3,2,,
3572,barbarian,foreign,4,2,,
3576,definite,precise,3,2,,
3581,sundry,various,2,3,,
3585,considerable,large,5,1,,
3586,precious,dear,2,1,,
3588,instinctive,intuitive,3,4,,
3589,firm,stiff,1,1,,
3590,interesting,exciting,3,3,,
3591,offensive,rude,3,1,,
3596,actual,very,3,2,,
3598,poignant,moving,2,2,,
3602,dangerous,delicate,3,3,,
3603,broad,plain,1,1,,
3604,near,immediate,1,4,,
3605,innate,intrinsic,2,3,,
3606,informative,illuminating,4,5,,
3607,limited,qualified,3,3,,
3609,intimate,close,3,1,,
3612,ferocious,barbarous,3,3,,
3615,superb,fine,2,1,,
3618,erroneous,false,4,1,,
3619,archetypal,original,3,4,,
3621,erroneous,misleading,4,3,,
3625,common,customary,2,4,,
3626,glad,pleased,1,1,,
3628,devout,holy,2,2,,
3629,romantic,picturesque,3,3,,
3630,gentle,aristocratic,2,5,,
3632,logical,sound,3,1,,
3635,faint,weak,1,1,,
3638,gloomy,melancholy,2,4,,
3639,ordinary,customary,4,4,,
3641,alcoholic,strong,4,1,,
3642,hot,brisk,1,1,,
3643,chemical,analytical,3,5,,
3644,strong,sticky,1,2,,
3645,sound,unharmed,1,2,,
3647,sullen,dark,2,1,,
3648,impure,immoral,2,3,,
3650,anxious,restless,2,2,,
3652,balmy,mild,2,1,,
3654,passionate,ardent,3,2,,
3655,average,median,3,3,,
3656,quiet,undisturbed,2,3,,
3657,nice,kind,1,1,,
3658,late,former,1,2,,
3662,rural,rustic,2,2,,
3663,amateur,corinthian,3,4,,
3664,watery,liquid,3,2,,
3666,virtuous,brave,3,1,,
3668,respective,particular,3,4,,
3669,thorough,good,2,1,,
3672,untrammeled,free,3,1,,
3673,valid,powerful,2,3,,
3675,principal,primary,3,3,,
3679,free,barren,1,2,,
3680,archaic,primitive,3,3,,
3681,adept,skillful,2,2,,
3682,spiritual,intellectual,4,5,,
3684,spontaneous,voluntary,4,4,,
3686,unknown,nameless,2,2,,
3688,secret,privy,2,2,,
3689,lonely,solitary,2,4,,
3690,useful,advantageous,2,4,,
3691,persian,iranian,2,4,,
3694,potent,influential,2,4,,
3699,copious,full,3,1,,
3702,unwarranted,unfounded,4,3,,
3704,available,advantageous,4,4,,
3707,heavy,hard,2,1,,
3710,princely,royal,2,2,,
3712,sincere,frank,2,1,,
3715,sparkling,witty,2,2,,
3716,pretty,neat,2,1,,
3718,good,advantageous,1,4,,
3719,stiff,formal,1,2,,
3724,outstanding,distinguished,3,3,,
3727,conventional,artificial,4,4,,
3728,sweet,gracious,1,2,,
3731,accessible,ready,4,2,,
3736,rear,early,1,2,,
3737,reckless,negligent,2,3,,
3739,mental,interior,2,4,,
3742,western,west,2,1,,
3743,frank,generous,1,3,,
3744,hard,firm,1,1,,
3748,detailed,particular,2,4,,
3749,coercive,compulsory,3,4,,
3751,dull,awkward,1,2,,
3753,particular,special,4,2,,
3754,opposed,hostile,2,2,,
3756,capable,comprehensive,3,4,,
3757,filthy,impure,2,2,,
3759,wise,skillful,1,2,,
3762,reliable,certain,4,2,,
3763,unaware,ignorant,3,3,,
3764,tight,whole,1,1,,
3765,square,even,1,2,,
3766,concise,succinct,2,2,,
3768,original,pristine,4,2,,
3769,good,merciful,1,3,,
3770,famed,famous,1,2,,
3771,undefined,vague,3,1,,
3772,good,adapted,1,3,,
3775,dead,deceased,1,2,,
3776,intrinsic,real,3,1,,
3777,upright,vertical,2,3,,
3778,morbid,grim,2,1,,
3782,peculiar,singular,3,3,,
3783,first,foremost,1,2,,
3785,concentrated,hard,4,1,,
3791,fake,bogus,1,2,,
3793,cheap,inexpensive,1,4,,
3794,wonderful,surprising,3,3,,
3795,constant,solid,2,2,,
3801,barbarous,foreign,3,2,,
3802,final,extreme,2,2,,
3803,many,numerous,2,3,,
3804,heartfelt,earnest,2,2,,
3806,native,creole,2,2,,
3808,safe,good,1,1,,
3809,particular,respective,4,3,,
3812,wary,cautious,2,2,,
3813,filthy,obscene,2,2,,
3816,short,brittle,1,2,,
3817,stupid,dumb,2,1,,
3818,charming,amiable,2,4,,
3820,sick,crazy,1,2,,
3822,mental,emotional,2,4,,
3825,early,other,2,2,,
3826,dangerous,bad,3,1,,
3829,mythical,fictitious,3,3,,
3831,thick,great,1,1,,
3833,angry,dark,2,1,,
3834,destitute,free,3,1,,
3835,effective,good,3,1,,
3838,handy,ready,2,2,,
3839,supporting,second,3,2,,
3844,justifiable,excusable,5,4,,
3848,minuscule,tiny,3,2,,
3852,incidental,accidental,4,4,,
3853,green,recent,1,2,,
3854,pragmatic,realistic,3,4,,
3855,sad,sorrowful,1,3,,
3856,sparkling,lively,2,2,,
3857,lackluster,mediocre,3,4,,
3858,upset,unhappy,2,3,,
3860,deep,rich,1,1,,
3864,clean,light,1,1,,
3866,formal,stately,2,2,,
3867,lucrative,profitable,3,4,,
3872,distant,faint,2,1,,
3874,westerly,western,3,2,,
3875,pitiful,sad,3,1,,
3876,ready,fitted,2,2,,
3877,surprised,unexpected,2,4,,
3880,operative,effective,4,3,,
3881,underground,subterranean,3,5,,
3883,raucous,rough,2,1,,
3884,favorable,conducive,4,3,,
3885,strict,rigorous,1,3,,
3886,mere,pure,1,1,,
3887,short,crisp,1,1,,
3889,confidential,private,4,2,,
3890,miserable,bad,4,1,,
3891,tortuous,oblique,3,2,,
3892,skillful,able,2,2,,
3895,bony,skeletal,2,3,,
3898,awesome,cool,2,1,,
3899,unchanging,stable,3,2,,
3900,good,beneficial,1,4,,
3901,thin,slight,1,1,,
3904,unnatural,abnormal,4,3,,
3905,recent,late,2,1,,
3906,ornamental,decorative,4,3,,
3910,pious,devout,2,2,,
3911,sour,dark,2,1,,
3913,eminent,celebrated,3,4,,
3915,callous,unfeeling,2,3,,
3918,unfinished,incomplete,3,3,,
3920,obsessional,compulsive,4,3,,
3927,transparent,translucent,3,3,,
3931,equal,parallel,2,3,,
3932,pronounced,broad,2,1,,
3935,total,sum,2,1,,
3937,uniform,constant,3,2,,
3939,brawny,muscular,2,3,,
3940,free,liberated,1,4,,
3942,absurd,illogical,2,4,,
3943,useful,beneficial,2,4,,
3944,simple,harmless,2,2,,
3945,unfounded,wild,3,1,,
3946,tidy,neat,2,1,,
3950,pregnant,significant,2,4,,
3951,hooked,curved,1,1,,
3955,grim,unforgiving,1,4,,
3956,unfeeling,callous,3,2,,
3960,right,suitable,1,3,,
3962,moody,gloomy,2,2,,
3963,righteous,honest,2,2,,
3964,early,precocious,2,3,,
3967,pale,sickly,1,2,,
3968,wanton,malicious,2,3,,
3971,immediate,instant,4,2,,
3973,moody,sad,2,1,,
3975,beautiful,lustrous,3,2,,
3976,meaningless,insignificant,3,5,,
3977,susceptible,sensitive,4,3,,
3980,cruel,savage,2,2,,
3981,joint,siamese,1,3,,
3982,magnanimous,generous,4,3,,
3983,constant,consistent,2,3,,
3988,docile,compliant,2,3,,
3990,inauspicious,unlucky,4,3,,
3994,amazing,awesome,3,2,,
3996,tame,mild,1,1,,
3998,petite,small,2,1,,
4002,lesbian,erotic,3,3,,
4008,extreme,last,2,1,,
4009,extensive,broad,3,1,,
4013,inconsistent,contradictory,4,5,,
4014,insightful,thoughtful,3,2,,
4015,diverse,various,2,3,,
4018,grand,extensive,1,3,,
4021,mixed,confused,1,2,,
4026,honest,candid,2,2,,
4029,exceptional,unusual,4,4,,
4032,noble,free,2,1,,
4033,joint,concerted,1,3,,
4034,vulgar,mean,2,1,,
4035,former,other,2,2,,
4040,secret,clandestine,2,3,,
4041,careful,cautious,2,2,,
4043,likely,credible,2,3,,
4044,stubborn,persistent,2,3,,
4045,easterly,eastern,3,2,,
4046,blunt,harsh,1,1,,
4048,cosmopolitan,universal,5,4,,
4049,magnetic,magnetized,3,3,,
4050,noted,famous,2,2,,
4051,brutal,coarse,2,1,,
4052,fertile,rich,2,1,,
4057,ascetic,severe,3,2,,
4058,sweet,sugary,1,3,,
4059,smart,sharp,1,1,,
4062,witty,satirical,2,4,,
4069,clean,fair,1,1,,
4070,subject,inferior,2,4,,
4071,dumb,mute,1,1,,
4072,good,suitable,1,3,,
4074,brief,abstract,1,2,,
4076,isolated,insular,4,3,,
4079,bright,shiny,1,2,,
4082,exhaustive,thorough,3,2,,
4084,great,large,1,1,,
4085,middle,intermediate,2,5,,
4087,disconnected,fragmented,4,3,,
4089,notable,noted,3,2,,
4090,difficult,laborious,3,4,,
4094,alone,separate,2,3,,
4097,forensic,controversial,3,4,,
4098,imperious,arrogant,4,3,,
4106,several,distinct,2,2,,
4107,hurtful,harmful,2,2,,
4108,attenuated,weakened,5,2,,
4110,full,complete,1,2,,
4111,amazed,stunned,2,1,,
4112,vitriolic,bitter,4,2,,
4113,elongate,elongated,3,4,,
4114,peculiar,individual,3,5,,
4115,fearless,intrepid,2,3,,
4116,impressive,powerful,3,3,,
4118,deluxe,grand,2,1,,
4119,awkward,embarrassing,2,4,,
4120,hairy,rough,2,1,,
4121,necessary,requisite,4,3,,
4123,previous,former,3,2,,
4124,peculiar,specific,3,3,,
4126,drunk,drunken,1,2,,
4127,singular,extraordinary,3,5,,
4128,hot,blistering,1,3,,
4129,neat,straight,1,1,,
4131,unemotional,cold,5,1,,
4132,total,entire,2,3,,
4133,first,inaugural,1,4,,
4134,solemn,impressive,2,3,,
4135,humorous,witty,3,2,,
4140,absolute,ultimate,3,3,,
4141,great,big,1,1,,
4145,seminal,innovative,3,4,,
4151,affectionate,devoted,4,3,,
4152,cheerful,bright,2,1,,
4154,sullen,moody,2,2,,
4156,barren,stark,2,1,,
4159,willing,voluntary,2,4,,
4160,flexible,pliant,3,2,,
4161,clumsy,unwieldy,2,3,,
4162,capacious,broad,3,1,,
4163,mystic,secret,2,2,,
4168,dim,dull,1,1,,
4173,dominant,predominant,3,4,,
4174,terrible,horrific,3,3,,
4175,good,complete,1,2,,
4181,swampy,marshy,2,2,,
4182,eminent,famous,3,2,,
4183,short,abrupt,1,2,,
4184,ugly,repulsive,2,3,,
4186,ordinary,mediocre,4,4,,
4187,weird,wild,1,1,,
4188,bloody,infamous,2,3,,
4189,vertebral,spinal,3,2,,
4190,solitary,individual,4,5,,
4191,immune,free,2,1,,
4196,famous,notable,2,3,,
4197,sensational,melodramatic,4,5,,
4198,long,lengthy,1,2,,
4204,pallid,pale,2,1,,
4208,diligent,careful,3,2,,
4211,hot,beautiful,1,3,,
4212,famous,brilliant,2,2,,
4213,quiet,tranquil,2,2,,
4217,grotesque,funny,2,2,,
4218,accurate,exact,3,2,,
4219,awful,terrible,2,3,,
4220,nice,good,1,1,,
4222,thin,skinny,1,2,,
4225,wrong,faulty,1,2,,
4226,troubled,dark,2,1,,
4228,deep,muddy,1,2,,
4229,accurate,particular,3,4,,
4230,broad,wide,1,1,,
4231,normal,typical,2,3,,
4234,horrible,shocking,3,2,,
4235,wild,unfounded,1,3,,
4236,criminal,burglar,3,2,,
4237,ovoid,oval,2,2,,
4238,latter,recent,2,2,,
4240,imaginary,poetic,5,3,,
4241,uniform,regular,3,3,,
4242,dignified,noble,3,2,,
4245,secret,confidential,2,4,,
4246,important,influential,3,4,,
4247,sacred,consecrated,2,4,,
4250,unjust,unequal,2,3,,
4251,cosmic,vast,2,1,,
4253,icy,distant,2,2,,
4256,repugnant,offensive,3,3,,
4260,symbolic,typical,3,3,,
4266,clandestine,private,3,2,,
4269,inquisitive,curious,4,3,,
4271,incandescent,hot,4,1,,
4272,formal,normal,2,2,,
4277,latin,catholic,2,2,,
4280,angry,sharp,2,1,,
4281,beneficial,useful,4,2,,
4285,mysterious,hidden,4,2,,
4286,open,apparent,2,3,,
4287,gross,serious,1,3,,
4290,relevant,significant,3,4,,
4291,honest,dependable,2,4,,
4292,disturbed,distressed,2,2,,
4297,intricate,complicated,3,4,,
4298,nonchalant,casual,3,3,,
4300,lustrous,glossy,2,2,,
4302,bare,naked,1,2,,
4303,salient,striking,3,2,,
4304,broad,coarse,1,1,,
4305,heavy,oppressive,2,3,,
4307,dead,inactive,1,3,,
4310,adequate,equal,3,2,,
4311,dark,coloured,1,2,,
4313,chief,primary,1,3,,
4314,stout,bulky,1,2,,
4315,potential,powerful,3,3,,
4316,definitive,final,4,2,,
4317,unthinkable,inconceivable,4,5,,
4319,due,fit,1,1,,
4321,tranquil,peaceful,2,2,,
4322,unfriendly,hostile,3,2,,
4323,rough,boisterous,1,3,,
4325,blunt,outspoken,1,3,,
4326,brittle,crisp,2,1,,
4329,incomplete,defective,3,3,,
4330,wicked,corrupt,2,2,,
4332,toothed,serrated,1,3,,
4335,clear,plain,1,1,,
4338,dour,grim,2,1,,
4339,toothed,jagged,1,1,,
4341,credible,believable,3,4,,
4342,ready,speedy,2,2,,
4343,secretive,close,3,1,,
4345,sympathetic,appealing,4,3,,
4349,succinct,concise,2,2,,
4352,amiable,genial,4,2,,
4353,same,similar,1,3,,
4355,affable,friendly,3,2,,
4356,suspicious,jealous,3,2,,
4357,murky,muddy,2,2,,
4359,defenseless,helpless,3,2,,
4360,stiff,rigid,1,2,,
4361,conclusive,final,3,2,,
4362,explicit,express,3,2,,
4366,elegant,tasteful,3,2,,
4369,affirmative,positive,4,3,,
4370,gay,glad,1,1,,
4372,primary,immediate,3,4,,
4373,illicit,criminal,3,3,,
4379,single,weak,2,1,,
4383,particular,critical,4,3,,
4384,risky,speculative,2,4,,
4385,globular,spherical,3,3,,
4386,private,solitary,2,4,,
4392,subject,dependent,2,3,,
4394,nervous,excitable,2,4,,
4396,islamic,muslim,3,2,,
4398,genuine,native,3,2,,
4405,intimate,cozy,3,2,,
4406,good,excellent,1,3,,
4407,alert,vigilant,2,3,,
4414,painful,annoying,2,3,,
4416,square,sharp,1,1,,
4418,calm,quiet,1,2,,
4420,independent,sovereign,4,2,,
4424,overweight,obese,3,2,,
4425,dirty,lewd,2,1,,
4426,numerical,mathematical,4,5,,
4428,preventive,prophylactic,3,4,,
4430,quick,speedy,1,2,,
4431,raspy,harsh,2,1,,
4432,violet,purple,3,2,,
4434,readable,legible,3,3,,
4435,renowned,famous,2,2,,
4436,continuous,extended,4,3,,
4437,alive,active,2,2,,
4439,norwegian,norse,3,1,,
4442,external,visible,3,3,,
4443,local,territorial,2,5,,
4444,aromatic,spicy,4,2,,
4446,scurrilous,abusive,3,3,,
4447,thin,inadequate,1,4,,
4448,capable,competent,3,3,,
4449,scarce,rare,1,1,,
4450,elaborate,detailed,3,2,,
4451,efficient,potent,3,2,,
4458,chinese,celestial,2,3,,
4459,plain,normal,1,2,,
4460,silver,precious,2,2,,
4462,rounded,full,2,1,,
4463,disloyal,treacherous,3,3,,
4465,antiquated,old,4,1,,
4466,fast,sound,1,1,,
4471,refined,polished,2,2,,
4475,brown,bronze,1,1,,
4480,fine,skillful,1,2,,
4481,gracious,friendly,2,2,,
4482,charitable,benevolent,4,4,,
4484,uncompromising,strict,5,1,,
4487,like,comparable,1,4,,
4490,head,top,1,1,,
4493,large,plentiful,1,3,,
4498,prominent,notable,3,3,,
4499,equivalent,equal,4,2,,
4500,young,immature,1,3,,
4502,unstable,precarious,3,4,,
4504,ostensible,apparent,4,3,,
4506,poetic,creative,3,3,,
4508,excessive,deadly,3,2,,
4509,dual,double,2,2,,
4510,jealous,anxious,2,2,,
4511,sole,solitary,1,4,,
4512,frank,outspoken,1,3,,
4513,unconscious,unintentional,3,5,,
4514,needy,poor,2,1,,
4515,fatty,greasy,2,2,,
4516,lively,vigorous,2,3,,
4521,untrustworthy,unreliable,4,5,,
4522,grim,blue,1,1,,
4525,rich,bountiful,1,3,,
4531,furious,frantic,3,2,,
4533,short,insufficient,1,4,,
4536,arrogant,proud,3,1,,
4537,rocky,stony,2,2,,
4538,bookish,studious,2,3,,
4539,horny,hard,2,1,,
4542,poor,mean,1,1,,
4543,fiery,impassioned,3,3,,
4544,geographical,geographic,5,4,,
4548,frantic,frenetic,2,3,,
4549,vicious,wicked,2,2,,
4550,various,sundry,3,2,,
4551,moderate,slow,3,1,,
4554,sandy,gritty,2,2,,
4556,hateful,repugnant,2,3,,
4560,excited,awake,3,2,,
4561,sound,safe,1,1,,
4564,problematic,uncertain,4,3,,
4569,inhuman,savage,3,2,,
4571,silken,smooth,2,1,,
4573,inevitable,unavoidable,5,5,,
4574,summary,short,3,1,,
4576,fertile,fruitful,2,2,,
4577,predatory,carnivorous,4,4,,
4579,prominent,striking,3,2,,
4582,global,round,2,1,,
4584,homogeneous,like,5,1,,
4585,violent,rude,3,1,,
4588,moral,ethic,2,2,,
4589,common,universal,2,4,,
4591,anniversary,annual,5,3,,
4593,stiff,severe,1,2,,
4594,fake,false,1,1,,
4596,unique,unmatched,2,2,,
4597,cheerful,lively,2,2,,
4600,worthless,miserable,2,4,,
4603,unique,single,2,2,,
4604,kind,generous,1,3,,
4607,strange,slow,1,1,,
4608,small,slender,1,2,,
4610,original,genuine,4,3,,
4614,less,minor,1,2,,
4619,secret,secretive,2,3,,
4621,intermediate,medium,5,3,,
4622,true,honest,1,2,,
4623,ductile,tensile,2,2,,
4626,great,superior,1,4,,
4627,skillful,clever,2,2,,
4628,brutal,unfeeling,2,3,,
4629,meditative,reflective,4,3,,
4631,solemn,festive,2,2,,
4633,dead,complete,1,2,,
4634,bold,daring,1,2,,
4635,plain,open,1,2,,
4639,extraordinary,wonderful,5,3,,
4640,utopian,unrealistic,4,4,,
4642,objective,fair,3,1,,
4644,fearless,heroic,2,3,,
4645,extraordinary,remarkable,5,4,,
4646,hard,severe,1,2,,
4650,despotic,authoritarian,3,6,,
4654,bloody,damn,2,1,,
4655,close,faithful,1,2,,
4657,pensive,meditative,2,4,,
4658,vital,viable,2,3,,
4659,rare,singular,1,3,,
4661,low,simple,1,2,,
4665,relevant,relative,3,3,,
4666,sacred,dedicated,2,4,,
4667,fantastic,grotesque,3,2,,
4668,external,outside,3,2,,
4669,kind,gracious,1,2,,
4671,archeological,archaeological,6,6,,
4672,sneaky,underhanded,2,4,,
4673,prime,primary,1,3,,
4674,beautiful,lovely,3,2,,
4678,immediate,prompt,4,1,,
4682,small,soft,1,1,,
4683,adequate,suitable,3,3,,
4685,merry,joyous,2,2,,
4689,unfeeling,cold,3,1,,
4691,ready,quick,2,1,,
4693,sharp,keen,1,1,,
4694,bright,sunny,1,2,,
4702,hazardous,dangerous,3,3,,
4704,flat,vocal,1,2,,
4709,internal,inside,3,2,,
4710,incorrect,improper,3,3,,
4712,strong,stiff,1,1,,
4718,mental,subjective,2,3,,
4719,plain,level,1,2,,
4721,airy,delicate,2,3,,
4722,customary,habitual,4,4,,
4723,ventral,abdominal,2,4,,
4728,imaginable,conceivable,5,4,,
4730,wholesome,sound,2,1,,
4732,affluent,rich,3,1,,
4734,free,frank,1,1,,
4736,fine,thin,1,1,,
4737,towering,high,3,1,,
4738,slow,gradual,1,3,,
4742,moderate,decent,3,2,,
4745,vulgar,coarse,2,1,,
4749,incapable,unfit,4,2,,
4750,ingenious,clever,3,2,,
4751,constitutional,inherent,5,3,,
4753,red,magenta,1,3,,
4755,stagnant,dead,2,1,,
4757,vigilant,watchful,3,2,,
4764,nonsensical,meaningless,4,3,,
4765,brutal,unrelenting,2,4,,
4766,vast,wide,1,1,,
4767,royal,imperial,2,4,,
4771,impure,filthy,2,2,,
4772,aware,mindful,2,2,,
4774,narrow,accurate,2,3,,
4777,true,exact,1,2,,
4778,abrupt,sharp,2,1,,
4780,deputy,vice,3,1,,
4783,good,useful,1,2,,
4784,organic,structural,3,3,,
4788,overbearing,arrogant,4,3,,
4790,honest,open,2,2,,
4791,royal,purple,2,2,,
4792,earthly,low,2,1,,
4793,gentle,docile,2,2,,
4794,brave,fearless,1,2,,
4795,dangerous,perilous,3,3,,
4797,desirable,pleasing,4,2,,
4798,murky,dark,2,1,,
4800,quick,fresh,1,1,,
4801,characteristic,peculiar,5,3,,
4806,unwarranted,unjustified,4,4,,
4807,round,large,1,1,,
4808,unbiased,impartial,3,3,,
4811,apparent,obvious,3,3,,
4814,sassy,wise,2,1,,
4815,lenient,soft,3,1,,
4816,religious,devotional,3,4,,
4820,truthful,reliable,2,4,,
4821,denominational,sectarian,6,4,,
4824,small,lowly,1,2,,
4826,gross,obscene,1,2,,
4829,ingenious,subtle,3,2,,
4830,enthusiastic,ardent,5,2,,
4831,mandatory,compulsory,4,4,,
4832,like,probable,1,3,,
4833,gorgeous,beautiful,2,3,,
4834,passive,peaceful,2,2,,
4835,positive,confident,3,3,,
4838,promiscuous,common,3,2,,
4839,inflammable,flammable,4,3,,
4840,impregnable,strong,4,1,,
4842,economic,economical,4,5,,
4843,unfair,prejudiced,2,3,,
4844,new,renovated,1,4,,
4845,oddball,eccentric,2,3,,
4849,customary,usual,4,3,,
4852,fiery,passionate,3,3,,
4854,severe,violent,2,3,,
4859,noble,renowned,2,2,,
4863,serial,consecutive,3,4,,
4864,husky,strong,2,1,,
4865,exquisite,beautiful,3,3,,
4866,novel,unusual,2,4,,
4868,maiden,first,2,1,,
4869,spurious,false,3,1,,
4870,readable,interesting,3,3,,
4876,fissile,fissionable,2,4,,
4877,juicy,fat,2,1,,
4879,angry,exasperated,2,5,,
4880,proper,particular,2,4,,
4882,odd,whimsical,1,3,,
4888,unobstructed,free,4,1,,
4889,external,accidental,3,4,,
4890,easygoing,easy,4,2,,
4892,full,total,1,2,,
4894,shaggy,rough,2,1,,
4897,sovereign,autonomous,2,4,,
4899,raw,natural,1,3,,
4900,peaceful,passive,2,2,,
4901,intimate,friendly,3,2,,
4903,fair,candid,1,2,,
4904,invasive,aggressive,3,3,,
4906,original,radical,4,3,,
4908,pungent,sharp,2,1,,
4909,mid,middle,1,2,,
4910,qualified,eligible,3,4,,
4912,bright,luminous,1,3,,
4913,strict,tight,1,1,,
4915,good,considerable,1,5,,
4919,hairy,woolly,2,2,,
4920,concerned,interested,2,3,,
4923,incomprehensible,unintelligible,6,6,,
4927,quick,active,1,2,,
4930,sole,alone,1,2,,
4932,clear,serene,1,2,,
4936,poor,unfavorable,1,5,,
4938,moot,irrelevant,1,4,,
4939,helpful,useful,2,2,,
4940,popular,plain,3,1,,
4944,trite,commonplace,1,3,,
4945,raw,inexperienced,1,5,,
4946,brown,smoky,1,2,,
4948,compatible,suitable,4,3,,
4951,solid,valid,2,2,,
4952,spiritual,divine,4,2,,
4953,crooked,bent,2,1,,
4954,versatile,various,3,3,,
4955,august,noble,2,2,,
4956,maritime,nautical,3,3,,
4957,global,broad,2,1,,
4959,vernacular,common,4,2,,
4960,posterior,hind,4,1,,
4963,cheesy,cheap,2,1,,
4964,unsafe,dangerous,2,3,,
4965,operative,functional,4,3,,
4966,senior,elderly,2,3,,
4970,fair,pale,1,1,,
4972,idle,useless,2,2,,
4973,side,long,1,1,,
4974,bright,cheery,1,2,,
4976,undivided,entire,4,3,,
4977,heterogeneous,diverse,5,2,,
4981,bare,stark,1,1,,
4982,excellent,prime,3,1,,
4985,ingenuous,innocent,4,3,,
4986,armed,equipped,1,2,,
4987,wicked,malicious,2,3,,
4990,whimsical,fantastic,3,3,,
4998,generous,honorable,3,4,,
5004,inimitable,unique,5,2,,
5005,economic,domestic,4,3,,
5008,near,present,1,2,,
5009,bad,faulty,1,2,,
5011,dangerous,nice,3,1,,
5013,foreign,distant,2,2,,
5015,uncommon,infrequent,3,3,,
5021,blue,gloomy,1,2,,
5022,crude,rough,1,1,,
5026,victorious,triumphant,4,3,,
5027,polite,cultured,2,2,,
5031,distinct,prominent,2,3,,
5033,distinguished,conspicuous,3,4,,
5041,foreign,exotic,2,3,,
5042,frank,free,1,1,,
5045,open,candid,2,2,,
5047,rowdy,rough,2,1,,
5049,intrinsic,natural,3,3,,
5051,funny,grotesque,2,2,,
5052,barren,bleak,2,1,,
5054,fatal,fateful,2,2,,
5057,impotent,weak,3,1,,
5060,impure,unclean,2,2,,
5061,autocratic,authoritarian,4,6,,
5062,sour,rancid,2,2,,
5063,affable,genial,3,2,,
5064,docile,gentle,2,2,,
5066,carefree,happy,2,2,,
5068,mixed,assorted,1,3,,
5070,devoted,zealous,3,2,,
5071,interrupted,irregular,4,4,,
5073,nimble,agile,2,2,,
5075,educated,cultured,4,2,,
5078,solid,satisfying,2,4,,
5079,prime,most,1,1,,
5080,expert,technical,2,3,,
5082,sterile,unproductive,2,4,,
5083,damaging,negative,3,3,,
5084,strong,energetic,1,4,,
5089,mercantile,commercial,3,3,,
5090,sorry,mean,2,1,,
5094,morbid,black,2,1,,
5097,positive,real,3,1,,
5098,equal,equitable,2,4,,
5099,armored,mechanized,2,3,,
5101,distinguished,special,3,2,,
5103,gentle,peaceful,2,2,,
5106,permanent,lasting,3,2,,
5108,willowy,graceful,3,2,,
5109,naked,raw,2,1,,
5113,first,principal,1,3,,
5115,fine,beautiful,1,3,,
5118,cumbersome,difficult,3,3,,
5123,unimportant,small,4,1,,
5128,former,erstwhile,2,2,,
5130,rudimentary,initial,5,3,,
5131,blue,drab,1,1,,
5134,bloody,murderous,2,3,,
5135,dirty,mean,2,1,,
5136,noisy,turbulent,2,3,,
5137,beautiful,elegant,3,3,,
5138,skillful,good,2,1,,
5141,drab,blue,1,1,,
5142,additional,supplementary,4,5,,
5143,poisonous,toxic,3,2,,
5146,glorious,praiseworthy,3,3,,
5147,nonsensical,ridiculous,4,4,,
5148,upset,determined,2,3,,
5149,costly,expensive,2,3,,
5150,local,topical,2,3,,
5151,dirty,vile,2,1,,
5152,earnest,solemn,2,2,,
5154,smart,wise,1,1,,
5155,embarrassed,mortified,3,3,,
5156,famous,heroic,2,3,,
5157,allergic,hypersensitive,3,5,,
5161,metallic,basic,3,2,,
5162,wistful,melancholy,2,4,,
5164,sudden,quick,2,1,,
5165,white,pure,1,1,,
5166,amusing,witty,3,2,,
5167,hardy,robust,2,2,,
5168,unique,singular,2,3,,
5169,cool,deliberate,1,4,,
5170,eccentric,bizarre,3,2,,
5172,authentic,authoritative,3,5,,
5173,helical,spiral,3,2,,
5174,disciplinary,corrective,5,3,,
5175,first,chief,1,1,,
5176,dishonest,untrustworthy,3,4,,
5178,strong,firm,1,1,,
5179,slow,boring,1,2,,
5180,spiritual,inward,4,2,,
5183,dry,keen,1,1,,
5184,vicious,corrupt,2,2,,
5186,abnormal,unusual,3,4,,
5189,malicious,envious,3,3,,
5194,luxurious,opulent,4,3,,
5196,unpretentious,understated,4,4,,
5197,gradual,slow,3,1,,
5198,barren,empty,2,2,,
5203,regular,systematic,3,4,,
5204,dishonest,corrupt,3,2,,
5209,comprehensive,wide,4,1,,
5211,comical,comic,3,2,,
5213,poor,indigent,1,3,,
5217,experienced,expert,4,2,,
5219,slender,moderate,2,3,,
5222,fair,handsome,1,2,,
5223,noteworthy,remarkable,3,4,,
5224,particular,separate,4,3,,
5226,funny,comic,2,2,,
5228,peculiar,strange,3,1,,
5230,cold,frozen,1,2,,
5233,original,primitive,4,3,,
5234,actual,factual,3,3,,
5235,northerly,northern,3,2,,
5239,aboriginal,indigenous,5,4,,
5240,symmetrical,regular,4,3,,
5242,crude,primitive,1,3,,
5245,robust,hardy,2,2,,
5247,agreeable,pleasing,4,2,,
